First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Jon","Misch","","","Financial Assistant","M","http://vignette1.wikia.nocookie.net/survivor/images/3/31/S29_jon_t.png/revision/latest?cb=20140828003202","http://survivor.wikia.com/wiki/Jon_Misch","Waterford, MI","San Juan del Sur","29","Ponyboy","26","6","35","9","","","0","0","6","2",
"Shawna","Mitchell","","","Retail Saleswoman","F","http://vignette1.wikia.nocookie.net/survivor/images/e/ef/S6_shawna_t.jpg/revision/latest?cb=20120829030223","http://survivor.wikia.com/wiki/Shawna_Mitchell","Redwood City, CA","The Amazon","6","Siren","23","11","18","6","","","0","0","5","0",
"NaOnka","Mixon","","","Physical Education teacher","F","http://vignette1.wikia.nocookie.net/survivor/images/2/25/S21_naonka_t.jpg/revision/latest?cb=20120830204026","http://survivor.wikia.com/wiki/NaOnka_Mixon","Los Angeles, CA","Nicaragua","21","Oh No You Didn't!","27","9","28","3","","","0","1","6","2",
"Kourtney","Moon","","","Mechanic","F","http://vignette3.wikia.nocookie.net/survivor/images/b/b1/S24_kourtney_t.jpg/revision/latest?cb=20120830202551","http://survivor.wikia.com/wiki/Kourtney_Moon","Austin, TX","One World","24","Lady Gaga","29","18","3","0","","","0","0","0","0",
"Lydia","Morales","","","Fish Monger","F","http://vignette2.wikia.nocookie.net/survivor/images/c/cc/S11_lydia_t.jpg/revision/latest?cb=20120829232002","http://survivor.wikia.com/wiki/Lydia_Morales","Lakewood, WA","Guatemala","11","Culturally Awkward  Girl","42","4","37","10","","","0","0","4","0",
"Jenna","Morasca","","","Swimsuit Model","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a4/S6_jenna_t.jpg/revision/latest?cb=20120829030101","http://survivor.wikia.com/wiki/Jenna_Morasca","Pittsburgh, PA","The Amazon","6","Little Red Riding Hood","21","1","39","3","","","0","0","5","4",
"Jenna","Morasca","","","Swimsuit Model","F","http://vignette2.wikia.nocookie.net/survivor/images/a/a4/S6_jenna_t.jpg/revision/latest?cb=20120829030101","http://survivor.wikia.com/wiki/Jenna_Morasca","Pittsburgh, PA","All-Stars","8","Little Red Riding Hood","22","16","9","0","","","0","0","0","0",
"Laura","Morett","","","Office Manager;Fitness Instructor","F","http://vignette2.wikia.nocookie.net/survivor/images/9/94/S19_laura_t.jpg/revision/latest?cb=20120830170554","http://survivor.wikia.com/wiki/Laura_Morett","Salem, OR","Samoa","19","Erin Brockovich","39","10","27","10","","","0","0","8","3",
"Laura","Morett","","","Office Manager;Fitness Instructor","F","http://vignette2.wikia.nocookie.net/survivor/images/9/94/S19_laura_t.jpg/revision/latest?cb=20120830170554","http://survivor.wikia.com/wiki/Laura_Morett","Salem, OR","Blood vs. Water","27","Erin Brockovich","44","6","36","19","","","0","0","0","0",
"Chicken","Morris","","","Chicken Farmer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/1c/S15_chicken_t.jpg/revision/latest?cb=20130412194546","http://survivor.wikia.com/wiki/Chicken_Morris","Marion, VA","China","15","Good Ol' Boy","47","16","3","5","","","0","0","0","0",
"Lillian","Morris","","","Scout Troop Leader","F","http://vignette3.wikia.nocookie.net/survivor/images/7/7d/S7_lillian_t.jpg/revision/latest?cb=20121105161103","http://survivor.wikia.com/wiki/Lillian_Morris","Cincinnati, OH","Pearl Islands","7","Crazy Cat Lady","51","2","39","10","","","0","0","1","3",
"Roxanne","Morris","","","Seminary Student","F","http://vignette1.wikia.nocookie.net/survivor/images/a/a1/S25_roxanne_t.jpg/revision/latest?cb=20120821053138","http://survivor.wikia.com/wiki/Roxanne_Morris","Brooklyn, NY","Philippines","25","Culturally Awkward  Girl","28","17","6","4","","","0","0","0","0",
"Hayden","Moss","","","Real Estate","M","http://vignette4.wikia.nocookie.net/survivor/images/9/97/S27_hayden_t.jpg/revision/latest?cb=20130821173721","http://survivor.wikia.com/wiki/Hayden_Moss","Springtown, TX","Blood vs. Water","27","John McClane","26","7","36","8","","","0","0","3","0",
"Kim","Mullen","","","Graduate Student","F","http://vignette1.wikia.nocookie.net/survivor/images/f/f1/S10_kim_t.jpg/revision/latest?cb=20120829223322","http://survivor.wikia.com/wiki/Kim_Mullen","Huber Heights, OH","Palau","10","Secretly Smart Bikini Babe","25","15","11","8","","","0","0","2","0",
"David","Murphy","","","Defense Attorney","M","http://vignette4.wikia.nocookie.net/survivor/images/d/d4/S22_david_t.jpg/revision/latest?cb=20120830203624","http://survivor.wikia.com/wiki/David_Murphy","West Hollywood, CA","Redemption Island","22","Seduce and Destroy","31","12","25","8","","","0","0","3","0",
"Keith","Nale","","","Fire Captain","M","http://vignette1.wikia.nocookie.net/survivor/images/b/b0/S29_keith_t.png/revision/latest?cb=20140828002955","http://survivor.wikia.com/wiki/Keith_Nale","Shreveport, LA","San Juan del Sur","29","Good Ol' Boy","53","4","38","16","","","0","0","6","6",
"Keith","Nale","","","Fire Captain","M","http://vignette1.wikia.nocookie.net/survivor/images/b/b0/S29_keith_t.png/revision/latest?cb=20140828002955","http://survivor.wikia.com/wiki/Keith_Nale","Shreveport, LA","Cambodia: Second Chance","31","Good Ol' Boy","56","5","37","4","","","0","0","0","0",
"Wes","Nale","","","Firefighter","M","http://vignette3.wikia.nocookie.net/survivor/images/c/c7/S29_wes_t.png/revision/latest?cb=20140828002900","http://survivor.wikia.com/wiki/Wes_Nale","Shreveport, LA","San Juan del Sur","29","Good Ol' Boy","23","9","26","2","","","0","0","5","1",
"Leslie","Nease","","","Christian Radio Host","F","http://vignette1.wikia.nocookie.net/survivor/images/a/a8/S15_leslie_t.jpg/revision/latest?cb=20120830041750","http://survivor.wikia.com/wiki/Leslie_Nease","Tega Bay, NC","China","15","I Can See Your Periscope","38","14","9","6","","","0","0","3","0",
"Dolly","Neely","","","Sheep Farmer","F","http://vignette2.wikia.nocookie.net/survivor/images/1/13/S9_dolly_t.jpg/revision/latest?cb=20120829201855","http://survivor.wikia.com/wiki/Dolly_Neely","Mercer, PA","Vanuatu","9","G.I. Jane","25","17","6","5","","","0","0","2","0",
"Rick","Nelson","","","Rancher","M","http://vignette2.wikia.nocookie.net/survivor/images/d/df/S23_rick_t.jpg/revision/latest?cb=20120830203132","http://survivor.wikia.com/wiki/Rick_Nelson","Aurora, UT","South Pacific","23","Good Ol' Boy","51","5","37","15","","","0","0","4","0",
"Jamie","Newton","","","Water Skiing Instructor","M","http://vignette2.wikia.nocookie.net/survivor/images/a/a4/S11_jamie_t.jpg/revision/latest?cb=20120829231918","http://survivor.wikia.com/wiki/Jamie_Newton","Douglas, GA","Guatemala","11","Surfer Dude","24","8","27","10","","","0","0","4","1",
"Simone","Nguyen","","","Diversity Advocate","F","https://vignette.wikia.nocookie.net/survivor/images/c/c7/S35_Simone_Nguyen.jpg/revision/latest?cb=20170830171308","http://survivor.wikia.com/wiki/Simone_Nguyen","New York City, New York","Heroes vs. Healers vs. Hustlers","35","Secretly Smart Bikini Babe","18","17","6","5","","","0","0","0","0",
"Chris","Noble","","","Male Model","M","https://vignette.wikia.nocookie.net/survivor/images/4/42/S36_Chris_Noble.jpg/revision/latest?cb=20180131173252","http://survivor.wikia.com/wiki/Chris_Noble","Brooklyn, New York","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Sebastian","Noel","","","Fishing Guide","M","https://vignette.wikia.nocookie.net/survivor/images/f/f8/S36_Sebastian_Noel.jpg/revision/latest?cb=20180131173644","http://survivor.wikia.com/wiki/Sebastian_Noel","Satellite Beach, Florida","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Ashley","Nolan","","","Lifeguard","F","https://vignette.wikia.nocookie.net/survivor/images/7/73/S35_Ashley_Nolan.jpg/revision/latest?cb=20170830170559","http://survivor.wikia.com/wiki/Ashley_Nolan","Satellite Beach, Florida","Heroes vs. Healers vs. Hustlers","35","G.I. Jane","18","6","1","1","","","0","0","0","0",
"Amy","O'Hara","","","Police Sergeant","F","http://vignette2.wikia.nocookie.net/survivor/images/c/cb/S11_amy_t.jpg/revision/latest?cb=20120829231656","http://survivor.wikia.com/wiki/Amy_O%27Hara","Revere, MA","Guatemala","11","I Can See Your Periscope","39","11","18","4","","","0","0","4","0",
"Sundra","Oakley","","","Actress","F","http://vignette1.wikia.nocookie.net/survivor/images/8/88/S13_sundra_t.jpg/revision/latest?cb=20120830005933","http://survivor.wikia.com/wiki/Sundra_Oakley","Los Angeles, CA","Cook Islands","13","Erin Brockovich","31","4","38","6","","","0","0","10","0",
"Diane","Ogden","","","U.S. Postal Service Mail Carrier","F","http://vignette4.wikia.nocookie.net/survivor/images/3/30/S3_diane_t.jpg/revision/latest?cb=20120828072247","http://survivor.wikia.com/wiki/Diane_Ogden","Lincoln, NE","Africa","3","Crazy Cat Lady","42","16","3","6","","","0","0","0","0",
"Lindsey","Ogle","","","Hairstylist","F","http://vignette2.wikia.nocookie.net/survivor/images/f/fd/S28_lindsey_c.png/revision/latest?cb=20140125110437","http://survivor.wikia.com/wiki/Lindsey_Ogle","Kokomo, IN","Cagayan: BBB1","28","G.I. Jane","29","13","14","0","","","0","1","6","0",
"Mitchell","Olson","","","Singer/Songwriter","M","http://vignette1.wikia.nocookie.net/survivor/images/d/da/S2_mitchell_t.jpg/revision/latest?cb=20120828061613","http://survivor.wikia.com/wiki/Mitchell_Olson","Union City, NJ","The Australian Outback","2","Surfer Dude","23","13","12","6","","","0","0","3","0",
"Ryan","Opray","","","Electrician","M","http://vignette2.wikia.nocookie.net/survivor/images/c/c3/S7_ryano_t.jpg/revision/latest?cb=20120829190345","http://survivor.wikia.com/wiki/Ryan_Opray","Los Gatos, CA","Pearl Islands","7","John McClane","30","9","24","8","","","0","0","4","0",
"Eliza","Orlins","","","Pre-Law Student","F","http://vignette3.wikia.nocookie.net/survivor/images/6/6e/S9_eliza_t.jpg/revision/latest?cb=20120829201907","http://survivor.wikia.com/wiki/Eliza_Orlins","Syracuse, NY","Vanuatu","9","Secretly Smart Bikini Babe","21","4","37","9","","","0","0","6","4",
"Eliza","Orlins","","","Pre-Law Student","F","http://vignette3.wikia.nocookie.net/survivor/images/6/6e/S9_eliza_t.jpg/revision/latest?cb=20120829201907","http://survivor.wikia.com/wiki/Eliza_Orlins","Syracuse, NY","Micronesia: Fans vs Favourites","16","Meredith Grey","25","10","24","8","","","0","0","0","0",
"Shirin","Oskooi","","","Yahoo! Executive","F","http://vignette4.wikia.nocookie.net/survivor/images/6/67/S30_shirin_t.png/revision/latest?cb=20150121191911","http://survivor.wikia.com/wiki/Shirin_Oskooi","San Francisco, CA","Worlds Apart","30","Chelsea Handler","31","8","29","7","","","0","0","6","1",
"Shirin","Oskooi","","","Yahoo! Executive","F","http://vignette4.wikia.nocookie.net/survivor/images/6/67/S30_shirin_t.png/revision/latest?cb=20150121191911","http://survivor.wikia.com/wiki/Shirin_Oskooi","San Francisco, CA","Cambodia: Second Chance","31","Chelsea Handler","33","19","6","5","","","0","0","0","0",
"Jonas","Otsuji","","","Sushi chef","M","http://vignette3.wikia.nocookie.net/survivor/images/d/d7/S24_jonas_t.jpg/revision/latest?cb=20120830202635","http://survivor.wikia.com/wiki/Jonas_Otsuji","Lehi, UT","One World","24","Mr. Miyagi","37","12","20","10","","","0","0","4","0",
"Monica","Padilla","","","Law Student","F","http://vignette2.wikia.nocookie.net/survivor/images/6/6f/S19_monica_t.jpg/revision/latest?cb=20120830170704","http://survivor.wikia.com/wiki/Monica_Padilla","San Diego, CA","Samoa","19","Meredith Grey","24","7","33","7","","","0","0","8","1",
"Monica","Padilla","","","Law Student","F","http://vignette2.wikia.nocookie.net/survivor/images/6/6f/S19_monica_t.jpg/revision/latest?cb=20120830170704","http://survivor.wikia.com/wiki/Monica_Padilla","San Diego, CA","Cambodia: Second Chance","31","Meredith Grey","32","16","13","3","","","0","0","0","0",
"John","Palyok","","","Sales Manager","M","http://vignette2.wikia.nocookie.net/survivor/images/5/56/S9_johnp_t.jpg/revision/latest?cb=20120829201935","http://survivor.wikia.com/wiki/John_Palyok","Los Angeles, CA","Vanuatu","9","Heisenberg","31","16","7","5","","","0","0","2","0",
"Missy","Payne","","","Competitive Cheerleader Gym Owner","F","http://vignette4.wikia.nocookie.net/survivor/images/2/22/S29_missy_t.png/revision/latest?cb=20140828002547","http://survivor.wikia.com/wiki/Missy_Payne","Dallas, TX","San Juan del Sur","29","Tough Old Broad","47","3","39","3","","","0","0","6","1",
"Jonathan","Penner","","","Writer","M","http://vignette2.wikia.nocookie.net/survivor/images/9/9b/S13_jonathan_t.jpg/revision/latest?cb=20120830005733","http://survivor.wikia.com/wiki/Jonathan_Penner","Los Angeles, CA","Cook Islands","13","Mr. Miyagi","44","7","33","15","","","0","0","7","0",
"Jonathan","Penner","","","Writer","M","http://vignette2.wikia.nocookie.net/survivor/images/9/9b/S13_jonathan_t.jpg/revision/latest?cb=20120830005733","http://survivor.wikia.com/wiki/Jonathan_Penner","Los Angeles, CA","Micronesia: Fans vs Favourites","16","Mr. Miyagi","45","15","15","0","","","0","0","0","0",
"Jonathan","Penner","","","Writer","M","http://vignette2.wikia.nocookie.net/survivor/images/9/9b/S13_jonathan_t.jpg/revision/latest?cb=20120830005733","http://survivor.wikia.com/wiki/Jonathan_Penner","Los Angeles, CA","Philippines","25","Mr. Miyagi","50","7","30","14","","","0","0","0","0",
"Angela","Perkins","","","Army Veteran","F","https://vignette.wikia.nocookie.net/survivor/images/4/4b/S36_Angela_Perkins.jpg/revision/latest?cb=20180131173036","http://survivor.wikia.com/wiki/Angela_Perkins","Cincinnati, Ohio","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Gervase","Peterson","","","YMCA Basketball Coach;Cigar Lounge Owner","M","http://vignette2.wikia.nocookie.net/survivor/images/8/83/S1_gervase_t.jpg/revision/latest?cb=20120828052906","http://survivor.wikia.com/wiki/Gervase_Peterson","Philadelphia, PA","Borneo","1","Heisenberg","30","7","30","6","","","0","0","6","2",
"Gervase","Peterson","","","YMCA Basketball Coach;Cigar Lounge Owner","M","http://vignette2.wikia.nocookie.net/survivor/images/8/83/S1_gervase_t.jpg/revision/latest?cb=20120828052906","http://survivor.wikia.com/wiki/Gervase_Peterson","Philadelphia, PA","Blood vs. Water","27","Heisenberg","43","2","39","6","","","0","0","0","0",
"Marissa","Peterson","","","Student","F","http://vignette1.wikia.nocookie.net/survivor/images/6/6a/S27_marissa_t.jpg/revision/latest?cb=20130821173722","http://survivor.wikia.com/wiki/Marissa_Peterson","Chapel Hill, NC","Blood vs. Water","27","Oh No You Didn't!","21","17","9","10","","","0","0","0","2",
"Devon","Pinto","","","Surf Instructor","M","https://vignette.wikia.nocookie.net/survivor/images/1/14/S35_Devon_Pinto.jpg/revision/latest?cb=20170830170805","http://survivor.wikia.com/wiki/Devon_Pinto","Solana Beach, California","Heroes vs. Healers vs. Hustlers","35","Surfer Dude","18","4","1","0","","","0","0","0","0",
"Marty","Piombo","","","Technology executive","M","http://vignette1.wikia.nocookie.net/survivor/images/d/d1/S21_marty_t.jpg/revision/latest?cb=20120830204009","http://survivor.wikia.com/wiki/Marty_Piombo","Mill Valley, CA","Nicaragua","21","Alpha Male Control Freak","48","11","24","15","","","0","0","3","1",
"Nina","Poersch","","","Hearing Advocate","F","http://vignette4.wikia.nocookie.net/survivor/images/8/84/S30_nina_t.png/revision/latest?cb=20150121191319","http://survivor.wikia.com/wiki/Nina_Poersch","Palmdale, CA","Worlds Apart","30","Tough Old Broad","51","16","8","4","","","0","0","1","0",
"Allie","Pohevitz","","","Bartender","F","http://vignette2.wikia.nocookie.net/survivor/images/1/1d/S26_allie_t.jpg/revision/latest?cb=20130111183730","http://survivor.wikia.com/wiki/Allie_Pohevitz","Oceanside, NY","Caramoan: Fans vs Favourites 2","26","Siren","25","19","5","6","","","0","0","1","0",
"Scot","Pollard","","","Former NBA Champion","M","http://vignette2.wikia.nocookie.net/survivor/images/c/cf/S32_Scot_Pollard.jpg/revision/latest?cb=20160120173531","http://survivor.wikia.com/wiki/Scot_Pollard","Carmel, Indiana","Kaoh Rong: BBB2","32","True Grit","41","8","27","7","","","0","0","0","0",
"Bill","Posley","","","Stand-up comedian;Former military man","M","http://vignette2.wikia.nocookie.net/survivor/images/0/05/S24_bill_t.jpg/revision/latest?cb=20120830202802","http://survivor.wikia.com/wiki/Bill_Posley","Venice, CA","One World","24","Surfer Dude","28","15","11","8","","","0","0","4","0",
"Stacey","Powell","","","Mortician","F","http://vignette1.wikia.nocookie.net/survivor/images/9/92/S23_stacey_t.jpg/revision/latest?cb=20120830203216","http://survivor.wikia.com/wiki/Stacey_Powell","Grand Prairie, TX","South Pacific","23","Oh No You Didn't!","44","16","12","10","","","0","0","2","0",
"Kim","Powers","","","Freelance Marketer","F","http://vignette4.wikia.nocookie.net/survivor/images/4/41/S3_kimp_t.jpg/revision/latest?cb=20120830205247","http://survivor.wikia.com/wiki/Kim_Powers","Conshohocken, PA","Africa","3","Little Red Riding Hood","29","6","33","4","","","0","0","6","0",
"Shane","Powers","","","Marketing Executive","M","http://vignette4.wikia.nocookie.net/survivor/images/6/61/S12_shane_t.jpg/revision/latest?cb=20120830002009","http://survivor.wikia.com/wiki/Shane_Powers","Los Angeles, CA","Panama: Exile Island","12","Heisenberg","35","5","33","9","","","0","0","7","0",
"Matt","Quinlan","","","Attorney","M","http://vignette4.wikia.nocookie.net/survivor/images/a/a6/S24_matt_t.jpg/revision/latest?cb=20120830202522","http://survivor.wikia.com/wiki/Matt_Quinlan","San Francisco, CA","One World","24","Alpha Male Control Freak","33","16","8","7","","","0","0","3","0",
"Brandon","Quinton","","","Bartender","M","http://vignette2.wikia.nocookie.net/survivor/images/f/f0/S3_brandon_t.jpg/revision/latest?cb=20130112212739","http://survivor.wikia.com/wiki/Brandon_Quinton","Dallas, TX","Africa","3","Social Butterfly (Perez Hilton)","25","8","27","6","","","0","0","6","1",
"Katrina","Radke","","","Olympian","F","https://vignette.wikia.nocookie.net/survivor/images/3/38/S35_Katrina_Radke.jpg/revision/latest?cb=20170830171013","http://survivor.wikia.com/wiki/Katrina_Radke","Excelsior, Minnesota","Heroes vs. Healers vs. Hustlers","35","Crazy Cat Lady","18","18","3","5","","","0","0","0","0",
